User,Tweet,Date,Source,Profile Photo,Translate,Emoji,Sentiment1,Sentiment2
Ewertontuita,@MicaelOficial @laracomentts @Aguiarthur AMO TE,Tue Jan 18 02:13:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477871682534658048/05Hio3YB_normal.jpg,@MicaelOficial @laracomentts @Aguiarthur AMO TE,set(),0.0,0.0
kstewhoiam,@MicaelOficial @takeggs @Aguiarthur Você tá é querendo pica e não sabe pedir,Tue Jan 18 02:13:30 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483257046787051521/ah2gseAf_normal.jpg,@MicaelOficial @takeggs @Aguiarthur Você tá é querendo pica e não sabe pedir,set(),0.0,0.0
ittxmaju,@MicaelOficial @Aguiarthur isso mica muito bem te amo vida,Tue Jan 18 02:13:25 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483200573650444295/ov_eOUUC_normal.jpg,@MicaelOficial @Aguiarthur isso mica muito bem te amo vida,set(),0.0,0.0
RicardoMBolos,"@MicaelOficial @Aguiarthur Aeeee  🥳🥳👏👏
Nem tô ansioso .Só faltou vc lá",Tue Jan 18 02:13:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1388580994148614145/ftQflE01_normal.jpg,"@MicaelOficial @Aguiarthur Aeeee  🥳🥳👏👏
Nem tô ansioso .Só faltou vc lá","{'👏', '🥳'}",0.0,0.0
ittxmaju,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:13:18 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483200573650444295/ov_eOUUC_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
Ewertontuita,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:13:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477871682534658048/05Hio3YB_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
SimoneBispo,"listando os @ dos participantes do #bbb22 pra facilitar:

@Dra_laiscaldass
@LucianoEstevan
@a_jessilane
@eusouoeli… https://t.co/uzlegY5sCP",Tue Jan 18 02:13:15 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1476320489362665479/5A1RTthT_normal.jpg,"listando os @ dos participantes do #bbb22 pra facilitar:

@Dra_laiscaldass
@LucianoEstevan
@a_jessilane
@eusouoeli… https://t.co/uzlegY5sCP",set(),0.0,0.0
Kawlucas11,"E o @Aguiarthur que zerou a vida. Fez Rebelde, Malhação e agora ta no BBB e ainda é galã

#BBB22",Tue Jan 18 02:13:13 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1453538768716288002/wL6CYAtv_normal.jpg,"Fez Rebelde, Malhação e agora ta no BBB e ainda é galã

#BBB22",set(),0.0,0.0
Liahenriqueofc,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:13:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1443457615527301127/DoqA5FaB_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
comentalic,@MicaelOficial @Aguiarthur se acontecer um mico igual foi a participação da carla diaz agt revela ne mica,Tue Jan 18 02:13:09 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482010748968747008/jmJvrNJx_normal.jpg,@MicaelOficial @Aguiarthur se acontecer um mico igual foi a participação da carla diaz agt revela ne mica,set(),0.0,0.0
EEternemente,RT @tuitelucas: @MicaelOficial @Aguiarthur meu coração rebeldes para sempre n aguenta mica https://t.co/8fAaYQGZgN,Tue Jan 18 02:13:00 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482711799539679237/SlmcdGR4_normal.jpg,RT @tuitelucas: @MicaelOficial @Aguiarthur meu coração rebeldes para sempre n aguenta mica https://t.co/8fAaYQGZgN,set(),0.0,0.0
EEternemente,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:54 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482711799539679237/SlmcdGR4_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
EEternemente,@MicaelOficial @Aguiarthur 🤧🤧🤧❤️❤️,Tue Jan 18 02:12:52 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482711799539679237/SlmcdGR4_normal.jpg,@MicaelOficial @Aguiarthur 🤧🤧🤧❤️❤️,"{'🤧', '❤️'}",0.0,-0.6
takeggs,@MicaelOficial @Aguiarthur amo tanto vcs cara 😭,Tue Jan 18 02:12:47 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483117001023361026/L2x5GnUq_normal.jpg,@MicaelOficial @Aguiarthur amo tanto vcs cara 😭,{'😭'},0.0,-0.2
chxquetermico,@MicaelOficial @Aguiarthur Te amo mais ainda #TeamArthurAguiar,Tue Jan 18 02:12:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1435993113521238028/K0kupc-R_normal.jpg,@MicaelOficial @Aguiarthur Te amo mais ainda #TeamArthurAguiar,set(),0.0,0.0
takeggs,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:38 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483117001023361026/L2x5GnUq_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
RicardoMBolos,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1388580994148614145/ftQflE01_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
lovaticdademi,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1426251372899536901/-BQenbDW_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
comentagaby,@MicaelOficial @Aguiarthur 😭😭😭😭😭😭😭😭😭😭😭😭,Tue Jan 18 02:12:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482184888535203840/i2x_IuxU_normal.jpg,@MicaelOficial @Aguiarthur 😭😭😭😭😭😭😭😭😭😭😭😭,{'😭'},0.0,-0.2
chxquetermico,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1435993113521238028/K0kupc-R_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
comentagaby,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482184888535203840/i2x_IuxU_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
TatianeMartires,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:12:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1320503081503727617/T0bmA1zK_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
arrazcaetx,@MicaelOficial @Aguiarthur LINDO,Tue Jan 18 02:11:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483223525242675204/nSFiPaQp_normal.jpg,@MicaelOficial @Aguiarthur LINDO,set(),0.0,0.0
KayySear,"Ok, mas quando eles vão entrar????#BBB22 #BigBrotherBrasil @Aguiarthur @jadepicon https://t.co/95s1QNtkKQ",Tue Jan 18 02:11:44 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482507704853843973/MpZ0a6gS_normal.jpg,?#BBB22 #BigBrotherBrasil @Aguiarthur @jadepicon https://t.co/95s1QNtkKQ,set(),0.0,0.5
stylestwalls,@MicaelOficial @Aguiarthur EU AMO VOCÊS,Tue Jan 18 02:11:29 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482229057865633793/SxkmLqGj_normal.jpg,@MicaelOficial @Aguiarthur EU AMO VOCÊS,set(),0.0,0.0
gustavotiru,@MicaelOficial @Aguiarthur AMO,Tue Jan 18 02:11:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479609018087841798/ib6BCJX0_normal.jpg,@MicaelOficial @Aguiarthur AMO,set(),0.0,0.0
RebelKesta,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:11:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1058801181252820992/l66LqkE3_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
yasminzmb,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:11:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1474894587747524609/W_s0X9Vv_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
itsigoorm,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:11:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1381450524902486025/NWm8qSMc_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
eumexmaa_h,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:11:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480689846993698819/HNcBgQOJ_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
trindadecah_,"@MicaelOficial @Aguiarthur Acho que ele nem vai entrar hoje ,só na quinta bb",Tue Jan 18 02:11:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1321147980473376771/rUANXEg5_normal.jpg,"@MicaelOficial @Aguiarthur Acho que ele nem vai entrar hoje ,só na quinta bb",set(),0.0,0.0
portalarthurofc,"@MicaelOficial @pridesarthur @Aguiarthur Obrigada por isso, Mika! ✨♥️ #TeamArthurAguiar",Tue Jan 18 02:10:47 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482220768016711682/GvVqx_wa_normal.jpg,✨♥️ #TeamArthurAguiar,"{'♥️', '✨'}",0.0,0.3
jessinhasou,"@MicaelOficial @Aguiarthur Vai fazer mutirão, Mika? Kkkkkk",Tue Jan 18 02:10:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1407495747193425922/Z9xRAzA__normal.jpg,Kkkkkk,set(),0.0,0.0
trindadecah_,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:10:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1321147980473376771/rUANXEg5_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
ossanyferreira,"Estou ansiosa por ver o comportamento do @Aguiarthur na casa!!😂
#BBB22",Tue Jan 18 02:10:33 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1397242274505965578/hZ-cCj_F_normal.jpg,"!😂
#BBB22",{'😂'},0.0,0.2
MrioRodrigo1,@sophiaabrahao Quero ver a @Naiarazevedo e o @Aguiarthur .... @sophiaabrahao #BBB22,Tue Jan 18 02:10:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1283141388062855174/aSNDNBgF_normal.jpg,@sophiaabrahao Quero ver a @Naiarazevedo e o @Aguiarthur .... @sophiaabrahao #BBB22,set(),0.0,0.0
mayculture_,@MicaelOficial @Aguiarthur Fofooo,Tue Jan 18 02:10:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482111987010224128/gZXAZ2vF_normal.jpg,@MicaelOficial @Aguiarthur Fofooo,set(),0.0,0.0
tropaprior,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:10:27 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1463177443959877635/ilSt92yV_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
tuitelucas,@MicaelOficial @Aguiarthur meu coração rebeldes para sempre n aguenta mica https://t.co/8fAaYQGZgN,Tue Jan 18 02:10:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482955167939108866/Q1Fs38fS_normal.jpg,@MicaelOficial @Aguiarthur meu coração rebeldes para sempre n aguenta mica https://t.co/8fAaYQGZgN,set(),0.0,0.0
twitousisi,@MicaelOficial @Aguiarthur 😍😍,Tue Jan 18 02:09:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1441794217437634561/jmT4S-1w_normal.jpg,@MicaelOficial @Aguiarthur 😍😍,{'😍'},0.0,0.21
twitamota,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:09:45 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482923953396109313/_4EpMRBF_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
thaybelikov,@MicaelOficial @Aguiarthur Tá certinho 🙌🏻🙌🏻❤️,Tue Jan 18 02:09:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,@MicaelOficial @Aguiarthur Tá certinho 🙌🏻🙌🏻❤️,"{'❤️', '🙌'}",0.0,0.12
sameoldmstk,@MicaelOficial @Aguiarthur vdd mika vítimas da sociedade tmb sao gente avisa,Tue Jan 18 02:09:31 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483228429721997312/gX8xiyrU_normal.jpg,@MicaelOficial @Aguiarthur vdd mika vítimas da sociedade tmb sao gente avisa,set(),0.0,0.0
mandsxpv,@MicaelOficial @Aguiarthur micael eu queria VOCÊ nesse programa,Tue Jan 18 02:09:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479207165302878208/6ZqHxHBQ_normal.png,@MicaelOficial @Aguiarthur micael eu queria VOCÊ nesse programa,set(),0.0,0.0
juliettefteamo,@MicaelOficial @Aguiarthur Meu coração vai ser rebelde para sempre 🎶🎶🎶,Tue Jan 18 02:09:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1481784619150319616/Nqnujayj_normal.jpg,@MicaelOficial @Aguiarthur Meu coração vai ser rebelde para sempre 🎶🎶🎶,{'🎶'},0.0,0.24
ProtectJaurwgui,@MicaelOficial @Aguiarthur ❤️,Tue Jan 18 02:09:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482205012562522117/ZZTES37T_normal.jpg,@MicaelOficial @Aguiarthur ❤️,{'❤️'},0.0,0.5
paaengler,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:08:55 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1388838661811277830/xz-Pmvfw_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
oxenteamor,"@MicaelOficial @Aguiarthur A gente entende o nervosismo, Micael KKKKKKKKKKKKKKKKKKKKKKKK. Sabemos que não tem exata… https://t.co/wYlzLVcKRd",Tue Jan 18 02:08:48 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1482554686498656256/aHNhcd2__normal.jpg,Sabemos que não tem exata… https://t.co/wYlzLVcKRd,set(),0.0,0.0
kxtuitta,@MicaelOficial @Aguiarthur te amo kkk,Tue Jan 18 02:08:41 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482139978608132099/fu4WDazH_normal.jpg,@MicaelOficial @Aguiarthur te amo kkk,set(),0.0,0.0
kxtuitta,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:08:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482139978608132099/fu4WDazH_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
